srcStateName,srcYear,Budget type,Total expenditure,Developmental expenditure,Social services,"Education, sports, art and culture",Medical and public health,Family welfare,Water supply and sanitation,Housing,Urban development,"Welfare of scheduled caste, scheduled tribes and other backward classes",Labour and labour welfare,Social security and welfare,Nutrition,Relief on account of natural calamities,Other social services,Economic services,Agriculture and allied activities,Crop husbandry,Soil and water conservation,Animal husbandry,Dairy development,Fisheries,Forestry and wild life,Plantations,Food storage and Warehousing,Agricultural research and education,Agricultural finance institutions,Cooperation,Other agricultural programmes,Rural development,Special area programmes,Irrigation and flood control,Major and medium irrigation,Minor irrigation,Flood control and drainage,Energy,Power,Industry and minerals,Village and small industries,Industries,Other industries,Transport and communications,Roads and bridges,Others means of transport and communications,"Science, technology and environment",General economic services,Secretariat services under General economic services,Tourism,Civil supplies,Others general economic services,Non developmental expenditure,Organs of state,Fiscal services,Collection of taxes and duties,Other fiscal services,Interest payments and services of debt,Appropriation for reduction or avoidance of debt,Interest payments,Interest on loans from the centre,Interest on internal debt,Interest on market loans,Interest on National Food Security Food (NSSF),"Interest on small savings, provident funds, etc",Other interests on internal debt,Administrative services,Secretariat services under Administrative services ,District administration,Police,Public works,Other administrative services,Pensions,Miscellaneous general services,Payment on account of state lotteries,Grants-in-aid and contributions,Compensation and assignments to local bodies and Panchayati Raj Institutions,"Transfers to road fund, education cess fund, etc",Reserve with finance department
MEGHALAYA,2016-17,Revised Estimates,859395.0,616371.0,297948.0,158506.0,62566.0,999.0,16793.0,3315.0,7833.0,10541.0,4267.0,12913.0,14983.0,2726.0,2506.0,318423.0,92240.0,31208.0,25245.0,10634.0,1233.0,5270.0,12750.0,,,1365.0,,2331.0,2205.0,90671.0,9244.0,7836.0,70.0,7595.0,171.0,18340.0,16470.0,17666.0,9399.0,8267.0,,16393.0,16393.0,,86.0,65946.0,50014.0,2418.0,10979.0,2535.0,243024.0,15741.0,7306.0,7263.0,43.0,58505.0,3376.0,55129.0,1748.0,43474.0,32189.0,7655.0,9888.0,19.0,111012.0,7824.0,4739.0,61113.0,19404.0,17932.0,49098.0,1362.0,141.0,,,,
MEGHALAYA,2016-17,Budget Estimates,859395.0,616371.0,297948.0,158506.0,62566.0,999.0,16793.0,3315.0,7833.0,10541.0,4267.0,12913.0,14983.0,2726.0,2506.0,318423.0,92240.0,31208.0,25245.0,10634.0,1233.0,5270.0,12750.0,,,1365.0,,2331.0,2205.0,90671.0,9244.0,7836.0,70.0,7595.0,171.0,18340.0,16470.0,17666.0,9399.0,8267.0,,16393.0,16393.0,,86.0,65946.0,50014.0,2418.0,10979.0,2535.0,243024.0,15741.0,7306.0,7263.0,43.0,58505.0,3376.0,55129.0,1748.0,43474.0,32189.0,7655.0,9888.0,19.0,111012.0,7824.0,4739.0,61113.0,19404.0,17932.0,49098.0,1362.0,141.0,,,,
HARYANA,2016-17,Accounts,6840343.0,4634870.0,2547349.0,1106040.0,263077.0,16947.0,173406.0,2892.0,275363.0,56469.0,32636.0,490072.0,14244.0,102308.0,13896.0,2087521.0,251940.0,74296.0,5886.0,60476.0,83.0,4438.0,26492.0,,22696.0,32079.0,,25338.0,157.0,289208.0,,141172.0,125020.0,742.0,,1051498.0,1050147.0,34980.0,23418.0,11562.0,,281984.0,95427.0,186557.0,2669.0,34071.0,16381.0,239.0,14939.0,2512.0,2163079.0,81843.0,39230.0,39090.0,141.0,1054191.0,,1054191.0,10791.0,942082.0,576817.0,130014.0,97152.0,4166.0,417855.0,13904.0,18208.0,321415.0,20702.0,43627.0,565934.0,4025.0,,42395.0,42395.0,,
ASSAM,2016-17,Budget Estimates,6245904.0,4164867.0,2907793.0,1587192.0,360835.0,27180.0,62455.0,223050.0,74768.0,198884.0,14177.0,102056.0,40089.0,206216.0,10890.0,1257074.0,397744.0,130169.0,12538.0,37267.0,4135.0,7834.0,91662.0,,72046.0,23061.0,,17556.0,1476.0,395519.0,33561.0,92419.0,16606.0,43995.0,31314.0,19115.0,19029.0,69470.0,48261.0,21208.0,,195612.0,173033.0,22579.0,3444.0,50190.0,38748.0,3084.0,106.0,8252.0,2011592.0,47409.0,67216.0,66970.0,246.0,338453.0,17521.0,320932.0,10564.0,233795.0,122830.0,95675.0,76573.0,,714561.0,163589.0,19778.0,394489.0,30623.0,106082.0,768019.0,75934.0,,69445.0,69445.0,,
GOA,2016-17,Accounts,886597.0,599347.0,334554.0,146700.0,59790.0,1262.0,28802.0,913.0,9032.0,13536.0,4787.0,65137.0,1582.0,477.0,2536.0,264794.0,29307.0,13073.0,206.0,3155.0,4940.0,1825.0,4440.0,,309.0,223.0,,1058.0,79.0,14305.0,826.0,13613.0,6559.0,4486.0,1469.0,156317.0,156313.0,10359.0,2080.0,7921.0,358.0,28240.0,12416.0,15824.0,659.0,11167.0,1601.0,7771.0,607.0,1188.0,287250.0,11380.0,6040.0,6040.0,,117803.0,3000.0,114803.0,1923.0,90735.0,57903.0,27565.0,15593.0,6552.0,63957.0,3751.0,4229.0,35841.0,8914.0,11223.0,84433.0,3637.0,80.0,,,,
TAMIL NADU,2016-17,Budget Estimates,16402956.0,9792786.0,5782633.0,2812970.0,653473.0,194039.0,97084.0,217464.0,91079.0,385264.0,61010.0,839528.0,339937.0,71386.0,19400.0,4010152.0,1054048.0,555814.0,10258.0,85285.0,5369.0,39450.0,43075.0,4.0,,66529.0,,233780.0,14483.0,1072568.0,487.0,132510.0,110751.0,9447.0,11961.0,718676.0,718370.0,283172.0,106827.0,176345.0,,117219.0,93687.0,23532.0,1601.0,629871.0,7132.0,2467.0,569713.0,50558.0,5328655.0,152372.0,117983.0,117069.0,914.0,2083517.0,38500.0,2045017.0,46864.0,1678546.0,1328014.0,233950.0,298850.0,20758.0,850999.0,31882.0,111599.0,545591.0,38871.0,123056.0,2076925.0,46858.0,,1281515.0,1281515.0,,
SIKKIM,2016-17,Budget Estimates,462479.0,307611.0,155020.0,92584.0,19767.0,2384.0,3810.0,3450.0,10325.0,4868.0,839.0,8517.0,1223.0,3522.0,3730.0,152590.0,37450.0,15004.0,3514.0,3961.0,95.0,572.0,7427.0,667.0,1997.0,,,1394.0,2819.0,24792.0,200.0,15439.0,,14877.0,562.0,22406.0,22306.0,6197.0,3911.0,2286.0,,14945.0,10056.0,4889.0,554.0,30609.0,26584.0,1679.0,92.0,2254.0,149004.0,8147.0,11427.0,11392.0,35.0,33718.0,1200.0,32518.0,1160.0,24808.0,19952.0,1982.0,6550.0,,45703.0,3778.0,1936.0,28339.0,2628.0,9022.0,48112.0,1897.0,153.0,5864.0,5864.0,,
TAMIL NADU,2016-17,Revised Estimates,15925907.0,9401175.0,5790839.0,2772054.0,642601.0,188331.0,133649.0,217838.0,108928.0,412050.0,57147.0,851253.0,328375.0,60156.0,18458.0,3610336.0,1038293.0,544925.0,11572.0,86407.0,6852.0,34801.0,33736.0,1.0,,72182.0,,232894.0,14923.0,765144.0,443.0,115100.0,97838.0,4942.0,11961.0,642704.0,642133.0,280077.0,109067.0,171010.0,,143848.0,94093.0,49755.0,1787.0,622940.0,7169.0,2592.0,570289.0,42890.0,5270943.0,179620.0,109168.0,108237.0,931.0,2106912.0,38300.0,2068612.0,47750.0,1682101.0,1318968.0,252424.0,318015.0,20747.0,832249.0,35439.0,99576.0,530893.0,40088.0,126253.0,2000243.0,42751.0,,1253789.0,1253789.0,,
TAMIL NADU,2016-17,Accounts,15319526.0,8927699.0,5529727.0,2603355.0,616091.0,179261.0,133715.0,117677.0,114274.0,358685.0,46342.0,802039.0,303986.0,236398.0,17905.0,3397972.0,988162.0,534464.0,10581.0,63069.0,6060.0,31049.0,28059.0,1.0,101.0,70346.0,,229633.0,14800.0,591924.0,299.0,141258.0,119387.0,7682.0,14003.0,630132.0,629633.0,277991.0,108347.0,169645.0,,152201.0,86685.0,65516.0,1435.0,614570.0,6763.0,2306.0,569875.0,35626.0,5145270.0,138099.0,97254.0,96447.0,807.0,2091810.0,38487.0,2053324.0,49051.0,1674895.0,1318968.0,252424.0,315018.0,14360.0,781115.0,24029.0,104782.0,516684.0,25568.0,110053.0,1997284.0,39708.0,,1246558.0,1246558.0,,
MADHYA PRADESH,2016-17,Budget Estimates,12258533.0,8371446.0,5395042.0,2669318.0,630197.0,39158.0,176227.0,161218.0,542980.0,401458.0,36873.0,408843.0,138305.0,147825.0,42640.0,2976404.0,837048.0,345591.0,9335.0,91509.0,,8226.0,173679.0,,119758.0,13575.0,,75377.0,,876529.0,,81456.0,61832.0,17998.0,1626.0,674347.0,671576.0,269421.0,44252.0,225169.0,,171442.0,171417.0,25.0,17805.0,48356.0,4197.0,14907.0,26881.0,2370.0,3291042.0,108135.0,308870.0,308518.0,351.0,1023338.0,,1023338.0,72402.0,813702.0,487287.0,240000.0,116981.0,20252.0,803158.0,18383.0,71485.0,497013.0,55129.0,161148.0,1043412.0,4128.0,,596045.0,596045.0,,
JHARKHAND,2016-17,Budget Estimates,4876192.0,3434917.0,2124060.0,949110.0,230680.0,11160.0,134012.0,4650.0,215078.0,161351.0,21649.0,236935.0,81692.0,64254.0,13488.0,1310857.0,260034.0,103502.0,8999.0,25622.0,30370.0,5061.0,59461.0,,,11226.0,,15280.0,512.0,699508.0,,48542.0,37424.0,9518.0,100.0,70118.0,55118.0,44163.0,16582.0,27581.0,,42574.0,29006.0,13568.0,,145918.0,4801.0,4532.0,133081.0,3503.0,1441260.0,43402.0,46783.0,46528.0,255.0,438043.0,20000.0,418043.0,14150.0,377719.0,230301.0,92503.0,25372.0,802.0,434062.0,11324.0,47857.0,330465.0,12949.0,31468.0,478967.0,2.0,,15.0,15.0,,
JHARKHAND,2016-17,Revised Estimates,5178377.0,3729912.0,2195906.0,907926.0,218413.0,11070.0,134361.0,4650.0,262218.0,182103.0,21558.0,225302.0,81692.0,129315.0,17300.0,1534006.0,266131.0,96184.0,8999.0,24501.0,26553.0,7036.0,56386.0,,,12875.0,,32683.0,912.0,841947.0,,40242.0,31424.0,8018.0,100.0,160118.0,145118.0,38799.0,15567.0,23233.0,,47435.0,30551.0,16884.0,,139334.0,5019.0,4052.0,126544.0,3720.0,1448450.0,49365.0,47366.0,47110.0,255.0,439265.0,20000.0,419265.0,14150.0,377790.0,205301.0,92503.0,25872.0,1453.0,433485.0,11938.0,41664.0,334017.0,12909.0,32957.0,478967.0,2.0,,15.0,15.0,,
MADHYA PRADESH,2016-17,Revised Estimates,12451601.0,8660749.0,4904622.0,2301455.0,554139.0,39414.0,217832.0,307626.0,414586.0,332085.0,34606.0,427330.0,138226.0,86198.0,51127.0,3756127.0,1065295.0,506910.0,6118.0,87116.0,,8082.0,159145.0,,161656.0,20298.0,,115970.0,,848616.0,,75415.0,56281.0,17601.0,1534.0,1261199.0,1260726.0,293695.0,33606.0,260089.0,,157978.0,157968.0,10.0,23503.0,30425.0,2848.0,13959.0,11451.0,2168.0,3096774.0,87158.0,271136.0,270915.0,220.0,993650.0,,993650.0,73752.0,791151.0,523964.0,204000.0,116756.0,11991.0,741368.0,15214.0,55404.0,442092.0,42890.0,185768.0,1001351.0,2110.0,,694078.0,694078.0,,
GOA,2016-17,Revised Estimates,998845.0,692646.0,384833.0,167634.0,72314.0,1499.0,35414.0,1462.0,15321.0,8988.0,6596.0,67177.0,1853.0,2473.0,4102.0,307813.0,35379.0,14891.0,266.0,3876.0,6131.0,2858.0,4968.0,,648.0,311.0,,1337.0,92.0,17633.0,1112.0,15325.0,7443.0,4987.0,1710.0,163998.0,163699.0,23684.0,3342.0,15942.0,4400.0,33033.0,14444.0,18589.0,1094.0,16555.0,3411.0,10444.0,1308.0,1392.0,306199.0,12369.0,7161.0,7161.0,,123954.0,3000.0,120954.0,3033.0,92514.0,56895.0,29940.0,17400.0,8007.0,73210.0,4984.0,4615.0,40386.0,10831.0,12395.0,83217.0,6288.0,78.0,,,,
GOA,2016-17,Budget Estimates,1048314.0,737663.0,411825.0,173909.0,74921.0,1499.0,34811.0,1462.0,23410.0,16562.0,8660.0,68161.0,1853.0,2473.0,4102.0,325838.0,44909.0,18082.0,290.0,4917.0,8928.0,4745.0,4971.0,,648.0,344.0,,1849.0,134.0,18689.0,1282.0,15107.0,7442.0,4769.0,1710.0,159141.0,158841.0,29089.0,8505.0,16184.0,4400.0,36646.0,15161.0,21485.0,1972.0,19004.0,3430.0,10980.0,1335.0,3259.0,310651.0,12531.0,8074.0,8061.0,13.0,123954.0,3000.0,120954.0,3033.0,92514.0,56895.0,29940.0,17400.0,8007.0,76411.0,4984.0,4620.0,42208.0,10268.0,14331.0,83217.0,6465.0,255.0,,,,
KERALA,2016-17,Budget Estimates,9768310.0,4699843.0,3287280.0,1679890.0,492758.0,39843.0,84487.0,10460.0,131961.0,286296.0,86429.0,437045.0,73.0,21110.0,16929.0,1412563.0,607453.0,135624.0,11389.0,61221.0,16347.0,29575.0,54089.0,,162123.0,52561.0,,31537.0,52986.0,357502.0,19798.0,53578.0,29577.0,19517.0,4043.0,13896.0,7809.0,45675.0,41313.0,3352.0,1010.0,228324.0,207935.0,20389.0,18821.0,67516.0,30040.0,18736.0,3246.0,15494.0,4330560.0,93974.0,160130.0,143569.0,16562.0,1262995.0,,1262995.0,35129.0,928055.0,758053.0,119914.0,299811.0,,506729.0,22918.0,38798.0,319314.0,16883.0,108817.0,1550343.0,756389.0,504138.0,737907.0,737907.0,,
PUNJAB,2016-17,Budget Estimates,5816379.0,2979872.0,1856010.0,972432.0,302875.0,26041.0,48044.0,75802.0,10364.0,114110.0,26391.0,193612.0,18206.0,46900.0,21234.0,1123862.0,694208.0,575930.0,13226.0,40410.0,1167.0,1809.0,14350.0,,,37603.0,,8814.0,901.0,56355.0,,141002.0,110638.0,16223.0,14141.0,65599.0,65500.0,21046.0,15661.0,5385.0,,35653.0,1268.0,34385.0,1298.0,108700.0,3558.0,14403.0,86374.0,4365.0,2660055.0,79766.0,55994.0,55756.0,238.0,1078793.0,,1078793.0,12361.0,838327.0,597101.0,220271.0,185234.0,42870.0,662348.0,21094.0,32030.0,499358.0,43467.0,66398.0,776765.0,6389.0,6218.0,176452.0,176452.0,,
MADHYA PRADESH,2016-17,Accounts,11953737.0,8482716.0,4794243.0,2114363.0,500274.0,37283.0,301696.0,334566.0,481963.0,309505.0,29053.0,386145.0,137444.0,109697.0,52253.0,3688473.0,1031113.0,496992.0,5765.0,78481.0,,6645.0,153032.0,,160073.0,20778.0,,109347.0,,881765.0,,68761.0,52946.0,15047.0,769.0,1247620.0,1247405.0,284694.0,28523.0,256170.0,,124495.0,124495.0,,22396.0,27630.0,2646.0,14059.0,8974.0,1950.0,2790311.0,94610.0,263327.0,263135.0,192.0,907949.0,,907949.0,64224.0,728037.0,479461.0,189337.0,103973.0,11714.0,641652.0,16793.0,49851.0,450288.0,42884.0,81836.0,879316.0,3457.0,,680709.0,680709.0,,
KERALA,2016-17,Revised Estimates,9455563.0,4548908.0,3254994.0,1631327.0,501298.0,48644.0,82391.0,10215.0,92547.0,221950.0,90510.0,536411.0,74.0,20429.0,19198.0,1293914.0,583156.0,144224.0,10615.0,54720.0,14973.0,28094.0,45788.0,,137566.0,49457.0,,43811.0,53906.0,274712.0,17030.0,54794.0,30048.0,19617.0,4760.0,12354.0,7892.0,43483.0,40555.0,2818.0,110.0,224607.0,208731.0,15876.0,18141.0,65638.0,30014.0,17023.0,2800.0,15801.0,4168748.0,95395.0,158499.0,142009.0,16490.0,1238674.0,,1238674.0,32129.0,922665.0,755493.0,120331.0,283880.0,,502727.0,23246.0,38646.0,323339.0,12465.0,105031.0,1540358.0,633094.0,601830.0,737907.0,737907.0,,
KERALA,2016-17,Accounts,9109631.0,4442007.0,3376472.0,1706109.0,521910.0,51202.0,93090.0,8389.0,86635.0,257613.0,90253.0,523283.0,70.0,19644.0,18273.0,1065535.0,608813.0,130729.0,11215.0,57604.0,15618.0,36675.0,51898.0,,155315.0,47971.0,,43459.0,58329.0,128016.0,16676.0,50818.0,28731.0,18210.0,3399.0,8497.0,5903.0,50781.0,46749.0,3233.0,800.0,128506.0,118263.0,10242.0,15143.0,58285.0,22789.0,16966.0,3003.0,15527.0,4119533.0,95510.0,165158.0,144153.0,21005.0,1211650.0,,1211650.0,33475.0,910229.0,755492.0,110071.0,267946.0,,493985.0,23056.0,39700.0,310473.0,16599.0,104157.0,1527703.0,625527.0,599245.0,548091.0,548091.0,,
ANDHRA PRADESH,2016-17,Accounts,11617821.0,8329881.0,5022787.0,1721294.0,469420.0,134983.0,113276.0,45773.0,430799.0,795231.0,27064.0,799732.0,336699.0,120698.0,27818.0,3307095.0,790847.0,589981.0,3448.0,73486.0,,25590.0,26691.0,,6825.0,51338.0,,12624.0,864.0,980160.0,,59633.0,50311.0,8850.0,25.0,1148315.0,1147791.0,86994.0,27068.0,53876.0,6050.0,118070.0,98634.0,19436.0,3128.0,119948.0,86881.0,3993.0,19196.0,9877.0,3278614.0,49845.0,91800.0,91800.0,,1229236.0,59500.0,1169736.0,43288.0,1036813.0,855143.0,153412.0,89635.0,,620471.0,17525.0,91268.0,416752.0,23072.0,71853.0,1287235.0,27.0,,9326.0,9326.0,,
CHHATTISGARH,2016-17,Accounts,4816460.0,3551782.0,2134161.0,1107936.0,276883.0,19844.0,133758.0,124959.0,151690.0,19636.0,22004.0,142467.0,64643.0,56057.0,14284.0,1417621.0,676872.0,153765.0,12281.0,34626.0,,7444.0,103074.0,,321297.0,10801.0,,31886.0,1696.0,429911.0,,52482.0,41601.0,9262.0,1290.0,103589.0,100977.0,75832.0,15660.0,59622.0,550.0,71267.0,65310.0,5958.0,1248.0,6420.0,1494.0,2285.0,,2641.0,1149623.0,30468.0,120348.0,120258.0,90.0,288683.0,20000.0,268683.0,13749.0,210716.0,130323.0,61482.0,37096.0,7124.0,361470.0,10839.0,21537.0,262455.0,31925.0,34713.0,348627.0,27.0,,115055.0,115055.0,,
ARUNACHAL PRADESH,2016-17,Revised Estimates,978107.0,696322.0,306279.0,131686.0,73424.0,1357.0,49529.0,3254.0,7914.0,,3106.0,14607.0,3867.0,12887.0,4649.0,390043.0,74307.0,20347.0,6450.0,10380.0,304.0,2141.0,24084.0,,6544.0,2199.0,,1747.0,112.0,49434.0,19271.0,24013.0,,22351.0,,82380.0,78173.0,8168.0,5935.0,1326.0,906.0,101024.0,86261.0,14763.0,2529.0,28918.0,20273.0,3324.0,2442.0,2878.0,281785.0,13162.0,4318.0,4188.0,130.0,59461.0,15000.0,44461.0,44461.0,,,,,,151497.0,11917.0,26421.0,78883.0,26707.0,7568.0,53200.0,147.0,,,,,
UTTAR PRADESH,2016-17,Accounts,23659226.0,13769529.0,9186112.0,5221991.0,789823.0,496330.0,48107.0,9351.0,396118.0,417104.0,63591.0,1389657.0,,283272.0,70768.0,4583416.0,559929.0,232946.0,63457.0,95857.0,12033.0,6220.0,56002.0,508.0,22297.0,18220.0,,50868.0,1521.0,1384825.0,1198.0,546612.0,363715.0,159293.0,11117.0,1453974.0,1436956.0,67251.0,41540.0,24990.0,722.0,482592.0,463929.0,18663.0,6265.0,80770.0,11281.0,5181.0,3709.0,60598.0,8825482.0,248157.0,347089.0,344694.0,2395.0,3770802.0,1077235.0,2693567.0,92748.0,2227816.0,1154026.0,644062.0,366467.0,6535.0,1632414.0,41606.0,73519.0,1219592.0,51239.0,246459.0,2822694.0,4325.0,,1064216.0,1064216.0,,
TELANGANA,2016-17,Budget Estimates,9720638.0,7366441.0,4160009.0,1024382.0,478943.0,117105.0,186770.0,95399.0,351486.0,877776.0,20430.0,593073.0,335843.0,28982.0,49820.0,3206431.0,773391.0,202858.0,8160.0,41785.0,,13317.0,28256.0,,1000.0,37382.0,,14891.0,425742.0,675223.0,,823848.0,817605.0,3525.0,,515986.0,515857.0,114801.0,41932.0,61869.0,11000.0,60671.0,48351.0,12320.0,1439.0,241073.0,69077.0,5431.0,10226.0,156339.0,2337753.0,86903.0,77958.0,77958.0,,780978.0,10333.0,770645.0,38606.0,683779.0,580044.0,65373.0,48260.0,,522791.0,22052.0,83780.0,334308.0,20069.0,62582.0,869109.0,14.0,,16444.0,16444.0,,
TELANGANA,2016-17,Revised Estimates,8687038.0,6339841.0,3967709.0,986382.0,450643.0,107905.0,164770.0,82399.0,283486.0,877776.0,20130.0,593073.0,335843.0,28982.0,36320.0,2372131.0,744291.0,176158.0,8160.0,41585.0,,11617.0,28256.0,,500.0,37382.0,,14891.0,425742.0,620223.0,,223948.0,217705.0,3525.0,,515986.0,515857.0,78401.0,24932.0,42469.0,11000.0,60371.0,48351.0,12020.0,1339.0,127573.0,56577.0,4431.0,10226.0,56339.0,2330753.0,86903.0,77958.0,77958.0,,780978.0,10333.0,770645.0,38606.0,683779.0,580044.0,65373.0,48260.0,,515791.0,15052.0,83780.0,334308.0,20069.0,62582.0,869109.0,14.0,,16444.0,16444.0,,
TELANGANA,2016-17,Accounts,8143220.0,5623537.0,3528556.0,1195485.0,334319.0,124640.0,118671.0,2980.0,131270.0,659229.0,14659.0,560784.0,284743.0,61334.0,40442.0,2094981.0,612202.0,66194.0,5505.0,38418.0,,10520.0,43078.0,,500.0,36665.0,,8965.0,402359.0,654852.0,,203305.0,196754.0,4754.0,,459378.0,459257.0,38242.0,8904.0,29337.0,,59493.0,55404.0,4090.0,1715.0,65794.0,49478.0,4315.0,6018.0,5983.0,2512499.0,65461.0,77814.0,77813.0,1.0,860919.0,,860919.0,25885.0,776750.0,631902.0,108597.0,58283.0,,607204.0,16229.0,70247.0,450633.0,17203.0,52892.0,901065.0,35.0,,7184.0,7184.0,,
UTTAR PRADESH,2016-17,Revised Estimates,24490091.0,14318462.0,9544260.0,4846509.0,846278.0,482155.0,109574.0,9129.0,514714.0,502019.0,91370.0,1435652.0,,633931.0,72930.0,4774202.0,649439.0,306793.0,62528.0,103334.0,10989.0,10979.0,63273.0,633.0,21546.0,15584.0,,52220.0,1558.0,1210100.0,4247.0,650379.0,478602.0,141596.0,10890.0,1454818.0,1438472.0,253762.0,62608.0,151442.0,39713.0,453546.0,433380.0,20165.0,6220.0,91693.0,12468.0,6863.0,8304.0,64057.0,9102877.0,285675.0,376320.0,373398.0,2921.0,3815145.0,1077235.0,2737910.0,92524.0,2269568.0,1153026.0,644062.0,369283.0,6535.0,1786141.0,49410.0,74472.0,1191260.0,209373.0,261626.0,2835864.0,3733.0,,1068752.0,1068752.0,,
WEST BENGAL,2016-17,Budget Estimates,12953033.0,7814068.0,5434281.0,2563359.0,512892.0,62081.0,206739.0,17472.0,523488.0,142958.0,29593.0,1165385.0,107213.0,38938.0,64163.0,2379787.0,406955.0,172969.0,9859.0,43090.0,16601.0,20311.0,62507.0,,21451.0,16649.0,,24812.0,18707.0,1306056.0,163505.0,114246.0,33899.0,48999.0,30213.0,74811.0,73600.0,143529.0,71220.0,72309.0,,117259.0,50762.0,66497.0,9369.0,44056.0,11825.0,11363.0,10273.0,10594.0,5081444.0,93443.0,126889.0,123508.0,3381.0,2659691.0,40000.0,2619691.0,94326.0,2313468.0,1430437.0,826999.0,121385.0,90512.0,746318.0,25126.0,18587.0,535197.0,53690.0,113718.0,1441682.0,13421.0,7189.0,57521.0,57521.0,,
WEST BENGAL,2016-17,Revised Estimates,13880950.0,8771429.0,5872281.0,2521369.0,627068.0,59590.0,211046.0,15628.0,575137.0,168194.0,14854.0,1438678.0,96124.0,77965.0,66626.0,2899148.0,409444.0,180018.0,9357.0,39007.0,13614.0,23735.0,62002.0,,19699.0,16474.0,,27484.0,18055.0,1646465.0,157841.0,106974.0,31933.0,45016.0,28887.0,270884.0,240309.0,123761.0,60981.0,62128.0,652.0,134322.0,46893.0,87429.0,8285.0,41172.0,11203.0,11325.0,11131.0,7513.0,5047216.0,91924.0,117612.0,114312.0,3300.0,2608396.0,35000.0,2573396.0,71073.0,2301932.0,1396401.0,844361.0,110941.0,89450.0,732998.0,24664.0,19121.0,526941.0,50045.0,112226.0,1480567.0,15720.0,4497.0,62305.0,62305.0,,
MANIPUR,2016-17,Accounts,818476.0,439973.0,205676.0,115878.0,40591.0,1932.0,5546.0,1163.0,4163.0,8024.0,1504.0,17991.0,5828.0,2514.0,543.0,234297.0,35725.0,12664.0,3993.0,6367.0,137.0,2306.0,6360.0,8.0,2118.0,270.0,,1501.0,,81083.0,5737.0,9071.0,4265.0,962.0,1572.0,74997.0,74573.0,7109.0,6664.0,445.0,,11124.0,11124.0,,2829.0,6622.0,2709.0,2025.0,11.0,1876.0,342118.0,15477.0,5120.0,5082.0,39.0,65409.0,11034.0,54375.0,3064.0,39440.0,28623.0,7757.0,11869.0,2.0,138744.0,5043.0,3465.0,118383.0,3344.0,8508.0,117367.0,1.0,,36385.0,36385.0,,
SIKKIM,2016-17,Revised Estimates,453589.0,296800.0,165404.0,92011.0,21037.0,2384.0,4412.0,10463.0,10837.0,4915.0,839.0,8562.0,1223.0,3522.0,5198.0,131396.0,40612.0,15914.0,3514.0,4121.0,95.0,704.0,9942.0,667.0,1283.0,,,1394.0,2979.0,25014.0,200.0,16110.0,,15548.0,562.0,22109.0,22009.0,6465.0,3971.0,2494.0,,15484.0,10490.0,4994.0,554.0,4847.0,486.0,1858.0,92.0,2412.0,150926.0,8297.0,11832.0,11797.0,35.0,33718.0,1200.0,32518.0,1160.0,24808.0,19952.0,1982.0,6550.0,,47070.0,3778.0,1936.0,28339.0,2819.0,10198.0,48112.0,1897.0,153.0,5864.0,5864.0,,
UTTAR PRADESH,2016-17,Budget Estimates,25335454.0,14981102.0,10178983.0,5233221.0,922531.0,622765.0,111975.0,8578.0,542342.0,522896.0,107037.0,1566601.0,,497100.0,43937.0,4802119.0,685018.0,314625.0,72170.0,112082.0,12541.0,9100.0,69780.0,694.0,19220.0,18748.0,,54340.0,1720.0,1241799.0,5851.0,692005.0,522161.0,138068.0,10890.0,1394257.0,1381649.0,310572.0,68091.0,192062.0,50419.0,354532.0,333444.0,21088.0,6286.0,111798.0,13591.0,4684.0,8501.0,85022.0,9285600.0,289404.0,407320.0,404126.0,3194.0,3810631.0,1077235.0,2733396.0,92511.0,2229570.0,1143999.0,617990.0,404781.0,6535.0,1924262.0,52088.0,82087.0,1312117.0,228313.0,249657.0,2850276.0,3707.0,,1068752.0,1068752.0,,
HIMACHAL PRADESH,2016-17,Revised Estimates,2761327.0,1767629.0,1099341.0,582913.0,142162.0,43151.0,116394.0,9968.0,59100.0,7015.0,13965.0,77755.0,6496.0,32965.0,7457.0,668288.0,184898.0,50681.0,6295.0,32542.0,2061.0,2627.0,47341.0,182.0,16779.0,20579.0,,4811.0,1000.0,127402.0,,47872.0,4994.0,41694.0,505.0,96800.0,96314.0,12597.0,10167.0,2429.0,,177677.0,148660.0,29017.0,972.0,20070.0,5805.0,11525.0,1452.0,1288.0,992695.0,27141.0,30854.0,30734.0,120.0,332977.0,,332977.0,8412.0,235930.0,142401.0,73415.0,88635.0,,185818.0,7834.0,19325.0,99339.0,32354.0,26965.0,413367.0,2538.0,,1003.0,1003.0,,
HARYANA,2016-17,Revised Estimates,7254876.0,5058743.0,2781879.0,1243626.0,293123.0,20510.0,180747.0,2743.0,340763.0,74266.0,39909.0,505631.0,20605.0,45397.0,14559.0,2276864.0,319685.0,115410.0,7919.0,65280.0,91.0,5161.0,31581.0,,32489.0,35503.0,,26077.0,173.0,320164.0,,185533.0,159371.0,811.0,,1054207.0,1050342.0,40624.0,25374.0,15250.0,,303085.0,97149.0,205936.0,2982.0,50585.0,32344.0,276.0,15138.0,2827.0,2146133.0,89665.0,44668.0,44474.0,193.0,961607.0,,961607.0,7565.0,847368.0,575801.0,133045.0,102549.0,4125.0,445247.0,14943.0,20768.0,337221.0,25580.0,46735.0,600940.0,4008.0,,50000.0,50000.0,,
